batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B0908,2025-10-23 19:20:04,183.3,83.3,16.5,440.0,0,6,1,15268.9,0.3,8.3,0.0375,0,0,92.8,94.0,91.9,30.3,24.85,0.068864,normal
B0662,2025-10-23 21:32:03,180.9,75.3,14.4,459.0,0,16,1,13621.8,2.1,0.3,0.031373,1,2,93.0,92.6,92.6,30.1,24.68,0.065577,normal
B1135,2025-10-23 22:36:46,176.1,68.3,14.3,610.0,0,14,2,12027.6,6.9,6.7,0.023443,1,0,91.8,92.1,90.1,27.7,22.71,0.04541,wet_material
B1116,2025-10-24 03:08:56,185.5,69.0,19.5,531.0,0,21,0,12799.5,2.5,6.0,0.036723,1,7,89.8,95.5,93.8,32.5,26.65,0.061205,normal
B1132,2025-10-24 03:36:59,184.5,67.7,18.1,570.0,0,17,0,12490.6,1.5,7.3,0.031754,1,3,90.1,94.1,90.8,33.3,27.31,0.058421,bearing_wear
B1126,2025-10-24 06:55:14,183.4,81.0,15.4,534.0,1,6,0,14855.4,0.4,6.0,0.028839,0,0,92.3,92.8,89.7,36.9,30.26,0.069101,normal
B0686,2025-10-24 08:11:22,181.2,85.2,15.0,629.0,0,9,1,15438.2,1.8,10.2,0.023847,0,3,92.9,92.9,90.1,34.7,28.45,0.055167,normal
B1194,2025-10-24 09:55:26,184.1,76.0,14.2,492.0,2,16,2,13991.6,1.1,1.0,0.028862,1,2,96.2,94.8,95.6,31.9,26.16,0.064837,normal
B0911,2025-10-24 11:18:32,177.4,83.1,20.4,412.0,1,17,2,14741.9,5.6,8.1,0.049515,1,3,89.1,92.6,89.6,33.9,27.8,0.082282,normal
B1000,2025-10-24 11:41:57,191.4,81.1,19.6,542.0,0,8,1,15522.5,8.4,6.1,0.036162,0,2,87.9,89.4,91.2,35.3,28.95,0.065129,normal
B0522,2025-10-24 15:26:34,180.2,71.9,24.8,334.0,0,19,2,12956.4,2.8,3.1,0.074251,1,5,94.7,92.8,95.5,33.2,27.22,0.099401,normal
B0554,2025-10-24 16:29:56,178.9,72.9,27.4,497.0,1,11,0,13041.8,4.1,2.1,0.055131,0,5,90.2,88.4,92.0,42.2,34.6,0.084909,normal
B0518,2025-10-24 19:06:48,187.3,79.0,20.3,576.0,1,16,2,14796.7,4.3,4.0,0.035243,1,2,92.5,93.6,91.4,34.7,28.45,0.060243,bearing_wear
B1264,2025-10-24 20:01:57,185.2,84.2,10.1,479.0,1,11,2,15593.8,2.2,9.2,0.021086,0,5,92.1,91.7,94.5,30.9,25.34,0.064509,calibration_needed
B0973,2025-10-24 20:42:19,185.2,83.0,19.1,416.0,0,13,0,15371.6,2.2,8.0,0.045913,0,7,89.0,91.8,89.5,34.7,28.45,0.083413,normal
B0929,2025-10-24 22:21:59,190.7,77.0,10.0,497.0,1,19,0,14683.9,7.7,2.0,0.020121,1,5,87.9,89.7,93.1,32.3,26.49,0.06499,normal
B0896,2025-10-24 23:59:25,179.5,78.4,10.0,437.0,1,9,0,14072.8,3.5,3.4,0.022883,0,3,91.0,91.1,93.6,33.3,27.31,0.076201,normal
B1233,2025-10-25 00:34:56,181.4,72.9,16.3,518.0,2,20,0,13224.1,1.6,2.1,0.031467,1,6,91.3,95.0,90.8,34.9,28.62,0.067375,normal
B1016,2025-10-25 01:11:48,186.9,85.2,18.9,536.0,2,15,1,15923.9,3.9,10.2,0.035261,1,1,85.8,91.7,86.2,38.4,31.49,0.071642,wet_material
B0837,2025-10-25 01:59:07,187.7,79.1,21.0,400.0,0,16,2,14847.1,4.7,4.1,0.0525,1,2,92.7,93.0,91.9,32.2,26.4,0.0805,normal
B0535,2025-10-25 03:10:28,182.3,75.6,11.8,479.0,1,21,0,13781.9,0.7,0.6,0.024635,1,7,94.8,94.7,95.9,30.7,25.17,0.064092,normal
B0658,2025-10-25 05:31:13,177.4,73.2,21.9,550.0,0,18,0,12985.7,5.6,1.8,0.039818,1,4,87.4,90.7,89.8,36.8,30.18,0.066909,normal
B0926,2025-10-25 09:11:34,177.0,65.2,17.0,677.0,2,18,1,11540.4,6.0,9.8,0.025111,1,4,86.9,88.5,86.5,35.0,28.7,0.051699,normal
B1283,2025-10-25 11:48:14,181.7,75.7,13.3,498.0,2,9,1,13754.7,1.3,0.7,0.026707,0,3,96.6,94.6,92.6,33.2,27.22,0.066667,normal
B0743,2025-10-25 13:16:54,185.4,64.3,20.7,582.0,0,11,0,11921.2,2.4,10.7,0.035567,0,5,87.8,89.7,86.5,32.3,26.49,0.055498,normal
B0630,2025-10-25 14:06:55,182.2,69.1,11.1,500.0,1,11,1,12590.0,0.8,5.9,0.0222,0,5,96.8,94.6,90.5,32.6,26.73,0.0652,normal
B0697,2025-10-25 14:41:04,187.1,74.6,22.0,554.0,1,6,1,13957.7,4.1,0.4,0.039711,0,0,92.2,93.8,91.6,37.3,30.59,0.067329,normal
B0817,2025-10-25 15:58:40,188.6,76.6,16.3,519.0,1,8,0,14446.8,5.6,1.6,0.031407,0,2,91.1,91.2,92.0,33.0,27.06,0.063584,normal
B0647,2025-10-25 16:04:07,185.2,79.0,16.6,506.0,1,18,2,14630.8,2.2,4.0,0.032806,1,4,97.6,96.2,93.6,33.6,27.55,0.066403,normal
B1187,2025-10-25 17:47:01,186.8,79.9,13.9,381.0,0,15,1,14925.3,3.8,4.9,0.036483,1,1,91.3,92.1,92.7,31.0,25.42,0.081365,normal
B1247,2025-10-25 17:50:24,184.4,80.2,22.9,595.0,0,14,1,14788.9,1.4,5.2,0.038487,1,0,93.8,93.4,91.5,33.8,27.72,0.056807,normal
B0733,2025-10-25 18:06:37,185.1,76.4,15.5,576.0,1,15,0,14141.6,2.1,1.4,0.02691,1,1,92.4,93.0,93.2,34.8,28.54,0.060417,normal
B1190,2025-10-25 20:13:14,183.2,75.0,11.7,510.0,1,8,1,13740.0,0.2,0.0,0.022941,0,2,98.5,96.1,93.5,29.2,23.94,0.057255,normal
B0540,2025-10-25 22:46:52,185.8,74.2,17.3,492.0,0,7,0,13786.4,2.8,0.8,0.035163,0,1,91.8,94.9,92.6,32.5,26.65,0.066057,normal
B0619,2025-10-25 23:45:32,182.7,73.9,18.5,601.0,0,11,2,13501.5,0.3,1.1,0.030782,0,5,97.2,97.4,97.0,34.3,28.13,0.057072,normal
B0823,2025-10-26 00:32:21,189.5,79.5,22.4,484.0,0,11,2,15065.2,6.5,4.5,0.046281,0,5,90.7,93.6,95.8,34.9,28.62,0.072107,normal
B0804,2025-10-26 01:30:05,181.3,76.6,26.6,495.0,1,7,0,13887.6,1.7,1.6,0.053737,0,1,91.6,90.3,90.8,40.9,33.54,0.082626,normal
B0962,2025-10-26 02:02:19,182.4,73.8,18.6,465.0,0,17,2,13461.1,0.6,1.2,0.04,1,3,97.3,98.1,96.9,28.8,23.62,0.061935,normal
B0574,2025-10-26 02:29:42,177.7,68.8,22.7,570.0,2,8,1,12225.8,5.3,6.2,0.039825,0,2,87.2,91.3,88.6,38.6,31.65,0.067719,wet_material
B0935,2025-10-26 02:54:39,182.8,71.0,12.4,421.0,0,11,0,12978.8,0.2,4.0,0.029454,0,5,93.8,94.4,90.1,28.4,23.29,0.067458,normal
B0916,2025-10-26 06:35:45,186.1,75.8,20.1,403.0,0,12,1,14106.4,3.1,0.8,0.049876,0,6,96.1,93.3,92.7,33.9,27.8,0.084119,normal
B0940,2025-10-26 12:25:04,180.8,70.9,21.8,491.0,0,7,2,12818.7,2.2,4.1,0.044399,0,1,93.2,94.2,91.6,31.0,25.42,0.063136,normal
B0531,2025-10-26 13:16:30,175.0,61.6,18.5,562.0,0,18,1,10780.0,8.0,13.4,0.032918,1,4,82.79999999999998,87.9,92.0,31.1,25.5,0.055338,bearing_wear
B0532,2025-10-26 13:18:58,180.5,84.2,17.6,383.0,1,15,1,15198.1,2.5,9.2,0.045953,1,1,91.3,92.4,88.0,35.7,29.27,0.093211,normal
B0627,2025-10-26 15:59:47,183.0,72.6,21.5,480.0,0,8,1,13285.8,0.0,2.4,0.044792,0,2,94.6,95.5,93.6,32.9,26.98,0.068542,normal
B0695,2025-10-26 17:34:17,177.0,90.4,20.6,468.0,1,12,2,16000.8,6.0,15.4,0.044017,0,6,87.8,89.9,87.4,38.5,31.57,0.082265,normal
B0788,2025-10-26 20:05:27,186.1,81.6,14.3,507.0,2,16,2,15185.8,3.1,6.6,0.028205,1,2,92.7,93.8,94.1,35.0,28.7,0.069034,bearing_wear
B1119,2025-10-26 22:23:26,185.6,63.6,15.3,626.0,1,20,0,11804.2,2.6,11.4,0.024441,1,6,90.3,88.7,84.8,32.2,26.4,0.051438,calibration_needed
B0568,2025-10-27 00:20:35,193.9,70.7,17.5,591.0,1,17,2,13708.7,10.9,4.3,0.029611,1,3,88.7,89.3,90.4,34.7,28.45,0.058714,normal
B0611,2025-10-27 05:39:34,188.1,62.1,11.9,498.0,0,6,2,11681.0,5.1,12.9,0.023896,0,0,88.1,90.5,87.8,27.9,22.88,0.056024,bearing_wear
B1010,2025-10-27 07:07:56,178.8,68.7,17.2,574.0,1,16,2,12283.6,4.2,6.3,0.029965,1,2,91.0,93.2,92.3,35.6,29.19,0.062021,normal
B0711,2025-10-27 08:14:55,178.2,73.0,19.2,493.0,1,11,0,13008.6,4.8,2.0,0.038945,0,5,88.2,92.2,95.3,34.2,28.04,0.069371,normal
B0724,2025-10-27 09:52:40,186.1,70.8,21.6,697.0,0,13,1,13175.9,3.1,4.2,0.03099,0,7,92.0,92.8,92.0,33.3,27.31,0.047776,normal
B1273,2025-10-27 10:39:07,190.7,76.7,15.6,391.0,0,17,1,14626.7,7.7,1.7,0.039898,1,3,91.1,91.8,92.6,31.1,25.5,0.07954,wet_material
B1288,2025-10-27 14:08:54,184.3,69.4,15.5,443.0,0,19,0,12790.4,1.3,5.6,0.034989,1,5,91.6,91.6,90.0,30.6,25.09,0.069074,normal
B0988,2025-10-27 15:10:04,179.8,67.7,19.1,474.0,0,19,1,12172.5,3.2,7.3,0.040295,1,5,86.6,93.9,92.6,31.5,25.83,0.066456,normal
B0808,2025-10-27 16:25:02,178.4,77.2,21.6,552.0,1,13,0,13772.5,4.6,2.2,0.03913,0,7,89.6,91.3,90.2,37.1,30.42,0.06721,bearing_wear
B0747,2025-10-27 18:03:03,176.2,69.5,15.7,583.0,2,11,2,12245.9,6.8,5.5,0.02693,0,5,90.6,91.3,92.0,34.0,27.88,0.058319,bearing_wear
B0870,2025-10-27 19:10:07,182.0,83.8,23.2,452.0,0,16,1,15251.6,1.0,8.8,0.051327,1,2,89.6,93.2,91.2,35.4,29.03,0.078319,normal
B0975,2025-10-27 20:33:40,185.7,80.3,17.8,517.0,0,6,0,14911.7,2.7,5.3,0.034429,0,0,90.9,93.6,88.5,34.7,28.45,0.067118,normal
B1087,2025-10-27 21:20:55,184.8,60.0,17.8,451.0,0,12,0,11088.0,1.8,15.0,0.039468,0,6,87.6,90.3,83.9,28.7,23.53,0.063636,normal
B0835,2025-10-27 21:42:14,178.8,65.0,12.3,530.0,2,10,2,11622.0,4.2,10.0,0.023208,0,4,90.5,90.5,92.1,32.5,26.65,0.061321,wet_material
B1300,2025-10-27 23:35:34,178.0,78.7,18.1,367.0,2,20,1,14008.6,5.0,3.7,0.049319,1,6,90.5,91.4,93.8,41.5,34.03,0.113079,normal
B0757,2025-10-28 00:44:42,187.0,71.7,18.1,479.0,2,8,2,13407.9,4.0,3.3,0.037787,0,2,93.7,94.8,94.6,35.5,29.11,0.074113,bearing_wear
B1109,2025-10-28 03:00:21,179.0,73.0,15.5,388.0,0,11,2,13067.0,4.0,2.0,0.039948,0,5,95.8,95.6,91.3,28.8,23.62,0.074227,wet_material
B0618,2025-10-28 03:20:54,187.4,64.2,14.5,457.0,0,17,2,12031.1,4.4,10.8,0.031729,1,3,89.3,91.0,91.3,26.3,21.57,0.057549,normal
B1177,2025-10-28 03:52:27,180.8,75.1,25.1,481.0,0,12,1,13578.1,2.2,0.1,0.052183,0,6,94.1,95.3,93.0,36.0,29.52,0.074844,normal
B1184,2025-10-28 04:03:26,181.5,69.5,21.2,517.0,2,18,0,12614.2,1.5,5.5,0.041006,1,4,88.3,91.4,88.2,37.8,31.0,0.073114,normal
B1216,2025-10-28 04:15:46,180.7,82.2,24.6,504.0,2,15,1,14853.5,2.3,7.2,0.04881,1,1,90.6,92.2,88.5,42.2,34.6,0.08373,wet_material
B0683,2025-10-28 06:01:29,186.3,66.7,21.9,563.0,0,17,2,12426.2,3.3,8.3,0.038899,1,3,92.1,92.8,90.0,32.0,26.24,0.056838,normal
B0845,2025-10-28 08:32:09,178.5,68.3,12.9,513.0,0,14,1,12191.6,4.5,6.7,0.025146,1,0,89.6,91.1,92.2,27.2,22.3,0.053021,wet_material
B0907,2025-10-28 10:02:33,185.1,79.6,18.5,627.0,0,20,1,14734.0,2.1,4.6,0.029506,1,6,92.4,94.6,90.6,34.2,28.04,0.054545,normal
B0577,2025-10-28 16:57:41,186.2,86.6,12.2,522.0,0,6,0,16124.9,3.2,11.6,0.023372,0,0,87.9,90.6,86.4,32.4,26.57,0.062069,normal
B1258,2025-10-28 17:09:44,182.5,80.3,19.8,512.0,1,6,0,14654.8,0.5,5.3,0.038672,0,0,92.3,92.4,92.4,36.6,30.01,0.071484,normal
B0964,2025-10-28 19:27:04,183.4,72.1,24.8,426.0,1,13,1,13223.1,0.4,2.9,0.058216,0,7,92.5,95.1,92.5,38.1,31.24,0.089437,normal
B0653,2025-10-28 21:09:28,185.1,70.6,24.3,464.0,2,6,2,13068.1,2.1,4.4,0.052371,0,0,92.3,92.5,91.6,38.6,31.65,0.08319,normal
B0864,2025-10-28 21:23:20,185.5,76.8,12.9,495.0,0,15,2,14246.4,2.5,1.8,0.026061,1,1,95.2,97.0,93.2,30.9,25.34,0.062424,normal
B1095,2025-10-28 22:56:50,176.7,74.8,14.3,482.0,0,11,1,13217.2,6.3,0.2,0.029668,0,5,93.4,92.1,93.3,29.2,23.94,0.060581,calibration_needed
B1161,2025-10-28 23:25:36,176.7,77.5,19.1,474.0,2,16,1,13694.2,6.3,2.5,0.040295,1,2,88.5,90.5,91.0,36.7,30.09,0.077426,normal
B1008,2025-10-28 23:29:52,178.4,67.5,16.8,468.0,1,19,1,12042.0,4.6,7.5,0.035897,1,5,89.5,94.0,91.6,29.0,23.78,0.061966,normal
B1032,2025-10-29 02:03:13,187.9,73.7,24.4,479.0,0,9,2,13848.2,4.9,1.3,0.050939,0,3,92.0,93.9,91.8,33.9,27.8,0.070772,normal
B0829,2025-10-29 05:19:58,178.7,76.2,12.2,525.0,0,10,2,13616.9,4.3,1.2,0.023238,0,4,94.5,95.0,94.2,27.1,22.22,0.051619,normal
B0792,2025-10-29 06:59:44,175.0,70.4,18.1,341.0,0,17,1,12320.0,8.0,4.6,0.053079,1,3,87.4,90.4,90.5,32.5,26.65,0.095308,wet_material
B0594,2025-10-29 07:02:18,175.8,77.7,18.3,550.0,1,8,0,13659.7,7.2,2.7,0.033273,0,2,89.4,90.6,90.7,36.8,30.18,0.066909,calibration_needed
B1105,2025-10-29 07:13:52,187.0,68.4,24.1,632.0,0,19,0,12790.8,4.0,6.6,0.038133,1,5,86.8,88.7,89.0,36.4,29.85,0.057595,bearing_wear
B0575,2025-10-29 07:57:41,188.0,87.6,24.0,424.0,0,14,0,16468.8,5.0,12.6,0.056604,1,0,85.3,88.6,85.3,33.6,27.55,0.079245,normal
B0831,2025-10-29 08:57:57,182.8,76.4,17.5,599.0,1,15,1,13965.9,0.2,1.4,0.029215,1,1,95.2,97.9,93.0,36.8,30.18,0.061436,normal
B0992,2025-10-29 10:57:07,193.9,77.6,18.3,505.0,0,15,0,15046.6,10.9,2.6,0.036238,1,1,86.4,89.2,87.1,33.1,27.14,0.065545,normal
B0967,2025-10-29 11:58:30,179.2,68.7,19.4,590.0,0,14,1,12311.0,3.8,6.3,0.032881,1,0,92.4,91.9,92.1,32.5,26.65,0.055085,normal
B1339,2025-10-29 14:33:55,175.0,66.5,29.312500000000004,542.0,1,9,0,11637.5,8.0,8.5,0.054082,0,3,82.79999999999998,86.4,85.9,40.6,33.29,0.074908,normal
B1265,2025-10-29 16:28:04,184.7,68.9,12.1,507.0,0,19,0,12725.8,1.7,6.1,0.023866,1,5,92.9,94.1,91.3,31.4,25.75,0.061933,normal
B1302,2025-10-29 17:29:59,188.5,83.3,18.1,488.0,0,14,0,15702.0,5.5,8.3,0.03709,1,0,86.6,91.6,89.2,35.9,29.44,0.073566,normal
B1097,2025-10-29 17:47:02,187.1,73.4,18.8,410.0,2,20,1,13733.1,4.1,1.6,0.045854,1,6,90.6,93.4,91.7,38.2,31.32,0.093171,normal
B0873,2025-10-29 22:14:14,185.3,67.1,20.0,497.0,2,6,1,12433.6,2.3,7.9,0.040241,0,0,91.2,91.4,90.4,37.8,31.0,0.076056,normal
B1046,2025-10-30 01:30:48,188.4,78.0,10.9,415.0,1,8,1,14695.2,5.4,3.0,0.026265,0,2,94.2,90.9,93.2,31.3,25.67,0.075422,normal
B0648,2025-10-30 05:04:27,191.1,76.7,15.8,300.0,0,12,1,14657.4,8.1,1.7,0.052667,0,6,90.0,90.5,90.4,31.7,25.99,0.105667,normal
B0781,2025-10-30 06:48:06,181.4,76.4,16.8,557.0,1,17,2,13859.0,1.6,1.4,0.030162,1,3,94.1,96.2,94.7,33.0,27.06,0.059246,wet_material
B0614,2025-10-30 08:33:57,179.4,72.9,22.5,640.0,2,18,2,13078.3,3.6,2.1,0.035156,1,4,93.4,93.3,92.6,38.4,31.49,0.06,normal
B0765,2025-10-30 08:56:54,180.2,82.9,15.9,567.0,1,20,0,14938.6,2.8,7.9,0.028042,1,6,89.4,91.7,90.7,35.7,29.27,0.062963,normal
B0893,2025-10-30 15:01:38,184.2,69.7,14.4,432.0,1,15,0,12838.7,1.2,5.3,0.033333,1,1,93.1,93.4,91.3,32.1,26.32,0.074306,normal
B0909,2025-10-30 16:42:38,186.3,87.9,12.9,327.0,0,19,2,16375.8,3.3,12.9,0.03945,1,5,90.4,92.3,87.6,28.9,23.7,0.088379,normal
B1349,2025-10-30 20:09:39,181.1,67.9,18.2,517.0,0,7,1,12296.7,1.9,7.1,0.035203,0,1,93.9,94.1,89.8,30.4,24.93,0.058801,normal
B1078,2025-10-30 20:54:59,184.3,64.2,11.7,394.0,1,11,1,11832.1,1.3,10.8,0.029695,0,5,91.0,90.3,86.7,31.8,26.08,0.080711,normal
B1156,2025-10-30 21:01:16,181.4,81.7,23.8,613.0,1,20,1,14820.4,1.6,6.7,0.038825,1,6,91.2,90.6,92.6,37.5,30.75,0.061175,normal
B1199,2025-10-30 22:57:36,190.1,73.2,14.9,543.0,0,19,0,13915.3,7.1,1.8,0.02744,1,5,88.8,90.7,90.7,30.9,25.34,0.056906,normal
B0863,2025-10-30 23:34:02,184.2,79.3,15.3,524.0,0,16,0,14607.1,1.2,4.3,0.029198,1,2,91.1,93.9,93.3,31.6,25.91,0.060305,normal
B0709,2025-10-30 23:46:41,184.8,73.0,21.1,637.0,0,11,2,13490.4,1.8,2.0,0.033124,0,5,96.0,96.5,95.1,35.7,29.27,0.056044,normal
B0581,2025-10-31 01:05:54,185.7,83.9,18.1,647.0,2,12,0,15580.2,2.7,8.9,0.027975,0,6,88.6,90.6,88.7,39.1,32.06,0.060433,normal
B1426,2025-10-31 02:33:59,185.4,77.7,24.2,550.0,0,12,1,14405.6,2.4,2.7,0.044,0,6,94.3,95.6,91.2,35.4,29.03,0.064364,normal
B1319,2025-10-31 04:24:23,185.1,84.5,20.7,507.0,1,13,0,15641.0,2.1,9.5,0.040828,0,7,87.7,89.2,87.7,38.7,31.73,0.076331,normal
B1289,2025-10-31 06:55:53,176.2,75.5,15.7,558.0,0,9,0,13303.1,6.8,0.5,0.028136,0,3,88.5,91.5,90.2,35.7,29.27,0.063978,normal
B1164,2025-10-31 10:41:12,185.8,91.7,22.2,552.0,0,15,1,17037.9,2.8,16.7,0.040217,1,1,87.0,90.5,86.9,38.3,31.41,0.069384,bearing_wear
B1071,2025-10-31 12:17:27,189.3,80.4,17.8,595.0,2,10,1,15219.7,6.3,5.4,0.029916,0,4,89.1,91.8,90.8,39.9,32.72,0.067059,wet_material
B0861,2025-10-31 12:25:21,178.9,60.0,19.3,521.0,2,11,0,10734.0,4.1,15.0,0.037044,0,5,82.79999999999998,87.3,83.89999999999998,36.3,29.77,0.069674,bearing_wear
B1066,2025-10-31 13:48:16,185.1,74.9,12.2,555.0,2,21,0,13864.0,2.1,0.1,0.021982,1,7,90.8,93.1,93.1,35.1,28.78,0.063243,normal
B0815,2025-10-31 15:16:46,175.3,75.2,10.0,531.0,0,16,1,13182.6,7.7,0.2,0.018832,1,2,93.1,91.2,89.3,29.1,23.86,0.054802,normal
B0749,2025-10-31 16:19:52,178.5,65.4,12.2,462.0,0,16,2,11673.9,4.5,9.6,0.026407,1,2,90.4,89.8,91.1,27.1,22.22,0.058658,normal
B1286,2025-10-31 21:29:40,193.0,84.5,15.7,614.0,0,16,0,16308.5,10.0,9.5,0.02557,1,2,83.3,86.4,84.7,36.3,29.77,0.059121,bearing_wear
B0834,2025-10-31 23:27:29,182.0,70.2,17.9,630.0,0,14,2,12776.4,1.0,4.8,0.028413,1,0,93.5,97.1,93.5,32.6,26.73,0.051746,normal
B1096,2025-11-01 00:28:45,183.1,63.7,22.4,520.0,0,18,0,11663.5,0.1,11.3,0.043077,1,4,88.2,92.2,86.8,33.7,27.63,0.064808,normal
B0756,2025-11-01 01:09:45,185.4,73.6,17.7,449.0,1,17,1,13645.4,2.4,1.4,0.039421,1,3,91.5,95.5,95.6,33.6,27.55,0.074833,normal
B0752,2025-11-01 02:03:16,192.0,65.8,10.2,567.0,1,6,0,12633.6,9.0,9.2,0.017989,0,0,86.6,86.6,87.1,33.0,27.06,0.058201,normal
B0732,2025-11-01 04:23:11,180.9,69.5,15.6,420.0,2,12,1,12572.6,2.1,5.5,0.037143,0,6,90.8,95.3,90.9,34.5,28.29,0.082143,normal
B0857,2025-11-01 05:50:31,177.8,81.1,18.7,497.0,1,10,1,14419.6,5.2,6.1,0.037626,0,4,90.4,89.1,92.3,36.3,29.77,0.073038,normal
B0615,2025-11-01 06:30:17,177.3,73.3,17.4,558.0,1,10,1,12996.1,5.7,1.7,0.031183,0,4,90.7,91.5,92.8,34.7,28.45,0.062186,normal
B1310,2025-11-01 09:25:32,178.0,70.2,25.7,466.0,0,11,0,12495.6,5.0,4.8,0.05515,0,5,89.3,89.0,89.2,36.6,30.01,0.078541,normal
B1089,2025-11-01 09:26:08,182.0,75.9,25.2,438.0,2,6,0,13813.8,1.0,0.9,0.057534,0,0,93.0,93.1,89.6,39.5,32.39,0.090183,normal
B0980,2025-11-01 13:20:18,185.5,78.5,24.2,538.0,1,18,0,14561.8,2.5,3.5,0.044981,1,4,87.3,89.9,93.0,38.7,31.73,0.071933,bearing_wear
B1252,2025-11-01 14:18:17,182.6,73.2,14.5,532.0,2,18,1,13366.3,0.4,1.8,0.027256,1,4,94.9,94.8,93.7,32.4,26.57,0.060902,wet_material
B1094,2025-11-01 14:31:44,181.3,65.3,20.2,324.0,2,9,1,11838.9,1.7,9.7,0.062346,0,3,89.0,91.2,87.7,32.8,26.9,0.101235,normal
B0797,2025-11-01 14:37:00,181.2,71.1,15.1,603.0,0,19,0,12883.3,1.8,3.9,0.025041,1,5,91.3,93.9,91.3,35.4,29.03,0.058706,normal
B0913,2025-11-01 15:41:21,187.0,66.9,21.2,470.0,0,12,0,12510.3,4.0,8.1,0.045106,0,6,87.6,89.6,90.0,33.5,27.47,0.071277,normal
B0786,2025-11-01 15:49:08,183.0,60.6,18.6,512.0,1,9,2,11089.8,0.0,14.4,0.036328,0,3,91.9,92.9,86.3,33.3,27.31,0.065039,normal
B0904,2025-11-01 17:27:06,180.4,66.9,13.3,581.0,0,12,1,12068.8,2.6,8.1,0.022892,0,6,92.3,93.4,88.8,27.9,22.88,0.048021,normal
B1275,2025-11-01 17:40:44,182.7,80.6,18.0,527.0,0,15,2,14725.6,0.3,5.6,0.034156,1,1,97.2,94.9,92.0,34.4,28.21,0.065275,normal
B1021,2025-11-01 18:23:24,182.8,70.9,16.1,597.0,1,21,1,12960.5,0.2,4.1,0.026968,1,7,93.7,96.7,90.9,35.3,28.95,0.059129,normal
B0631,2025-11-01 20:18:47,189.2,70.9,25.8,511.0,2,16,1,13414.3,6.2,4.1,0.050489,1,2,87.2,89.4,88.8,40.0,32.8,0.078278,normal
B1402,2025-11-01 21:07:12,178.7,77.3,14.0,477.0,2,17,1,13813.5,4.3,2.3,0.02935,1,3,90.0,91.3,92.2,34.9,28.62,0.073166,wet_material
B1318,2025-11-01 21:22:56,180.1,93.20000000000002,19.6,585.0,2,12,2,16785.3,2.9,18.2,0.033504,0,6,85.4,88.3,84.8,41.1,33.7,0.070256,wet_material
B0965,2025-11-01 21:50:10,175.0,77.4,18.6,603.0,0,10,2,13545.0,8.0,2.4,0.030846,0,4,88.8,92.6,93.3,33.4,27.39,0.05539,normal
B0688,2025-11-02 00:07:00,183.5,62.1,17.1,517.0,0,12,2,11395.4,0.5,12.9,0.033075,0,6,91.1,93.1,90.9,28.5,23.37,0.055126,normal
B1338,2025-11-02 00:54:07,183.6,69.2,22.0,476.0,0,10,1,12705.1,0.6,5.8,0.046218,0,4,93.2,93.7,88.1,33.0,27.06,0.069328,normal
B1111,2025-11-02 03:01:48,178.7,71.7,10.0,633.0,2,11,1,12812.8,4.3,3.3,0.015798,0,5,92.6,92.8,90.9,32.8,26.9,0.051817,normal
B1112,2025-11-02 03:19:40,185.1,80.0,15.1,474.0,0,10,0,14808.0,2.1,5.0,0.031857,0,4,90.8,94.6,92.0,30.8,25.26,0.064979,normal
B0791,2025-11-02 04:33:42,180.6,82.2,17.3,394.0,0,7,1,14845.3,2.4,7.2,0.043909,0,1,92.0,91.6,92.1,30.4,24.93,0.077157,normal
B0848,2025-11-02 04:47:31,179.8,78.4,19.3,519.0,2,8,1,14096.3,3.2,3.4,0.037187,0,2,92.2,95.2,92.2,39.4,32.31,0.075915,wet_material
B0824,2025-11-02 06:13:15,181.4,60.0,19.4,391.0,2,11,0,10884.0,1.6,15.0,0.049616,0,5,85.9,88.5,86.9,35.8,29.36,0.09156,bearing_wear
B1253,2025-11-02 06:17:12,175.0,63.8,17.5,339.0,2,16,1,11165.0,8.0,11.2,0.051622,1,2,85.0,86.6,87.2,34.0,27.88,0.100295,normal
B1246,2025-11-02 09:17:48,181.4,60.6,16.9,600.0,2,8,0,10992.8,1.6,14.4,0.028167,0,2,86.1,90.9,84.7,33.7,27.63,0.056167,bearing_wear
B0802,2025-11-02 13:16:29,188.5,77.8,10.0,675.0,0,20,0,14665.3,5.5,2.8,0.014815,1,6,90.9,90.2,88.3,30.5,25.01,0.045185,normal
B1483,2025-11-02 13:48:36,185.0,91.8,22.9,532.0,1,15,1,16983.0,2.0,16.8,0.043045,1,1,86.0,89.4,85.6,41.0,33.62,0.077068,bearing_wear
B1221,2025-11-02 15:39:45,176.0,75.1,13.3,553.0,0,18,1,13217.6,7.0,0.1,0.024051,1,4,88.3,91.1,95.1,30.0,24.6,0.05425,normal
B1435,2025-11-02 17:31:05,183.4,75.5,26.4,451.0,1,19,2,13846.7,0.4,0.5,0.058537,1,5,94.7,94.0,94.3,36.2,29.68,0.080266,normal
B1416,2025-11-02 17:33:56,175.0,72.9,17.8,543.0,0,11,1,12757.5,8.0,2.1,0.032781,0,5,89.8,93.1,95.3,35.5,29.11,0.065378,normal
